"age","value.Polygenic risk score","low.se.Polygenic risk score","upper.se.Polygenic risk score","value.LDL Cholesterol","low.se.LDL Cholesterol","upper.se.LDL Cholesterol","value.Smoking","low.se.Smoking","upper.se.Smoking","value.Age","low.se.Age","upper.se.Age","value.Systolic blood pressure","low.se.Systolic blood pressure","upper.se.Systolic blood pressure","value.Total cholesterol","low.se.Total cholesterol","upper.se.Total cholesterol","value.Body Mass Index","low.se.Body Mass Index","upper.se.Body Mass Index","value.Male Sex","low.se.Male Sex","upper.se.Male Sex","value.HDL cholesterol","low.se.HDL cholesterol","upper.se.HDL cholesterol"
48,1.35002189589979,0.999676134056279,1.82314957546666,1.51129141355615,1.26466855934016,1.80600815907072,1.93198494683317,1.29655716290482,2.87882859435792,0.997595129050424,0.789043578514767,1.26126879250245,1.34124868940499,1.12605709711598,1.59756379266914,1.56589523006539,1.29807469774576,1.88897285787924,1.20176129283188,0.977461524489535,1.47753151276536,2.42266726527392,1.58122942826618,3.7118691148226,0.669920039270581,0.535857811173365,0.837522286058643
49,1.53666049685528,1.17635756716001,2.00731949920319,1.42939685632513,1.21220219796524,1.68550706829418,1.51993466089993,1.02821380114217,2.24681031400155,0.926106310232,0.723542950676608,1.18537938494113,1.24773000625553,1.04921695666968,1.48380195212622,1.39214629449856,1.16399304880714,1.66501965563473,1.2638047213104,1.01067192690848,1.580337131251,2.03101581101533,1.35050750991057,3.05442598010241,0.627666378385673,0.501428297318869,0.7856857793274
50,1.76484997929946,1.2974426882195,2.40064203044503,1.18903447930217,0.988789968636549,1.42983144834982,1.36273514960671,0.898757320172116,2.06623862336719,1.13571514200396,0.87828813608131,1.46859422413701,1.23269221721548,1.03284371800628,1.47121009296236,1.17228675123464,0.964667980826772,1.42458986349112,1.19857698563784,0.9488987580854,1.51395159732247,1.90844648313523,1.23519840213475,2.94865017044758,0.716841170788837,0.576812004718543,0.890864371639857
51,1.53572234340601,1.12109598574577,2.10369419391649,1.19358602334611,0.981186389765417,1.45196428526468,1.45750398939111,0.93085961924528,2.28210337538689,1.02202333172044,0.776420097197669,1.34531768864688,1.23173986316721,1.02939789667685,1.47385485769206,1.12885114776371,0.919537844855919,1.38581018816808,1.22397749535918,0.95478091155108,1.56907295801711,1.49458152726079,0.941738421368941,2.37196857528877,0.792473162165134,0.634269787215417,0.990136571866561
52,1.74441096656859,1.16320336519683,2.61602546152353,1.21281276594791,0.953151554359937,1.54321188327074,1.41839898356826,0.86019600307333,2.33883402085045,0.866773985395659,0.643332558682326,1.16782079753197,1.10559475447611,0.91563588010478,1.33496271573064,1.05713235894334,0.834211428510927,1.33962300938493,1.19771836261406,0.919696027753727,1.55978631292626,2.93799392666326,1.5871292880584,5.43862959246996,0.764223977222145,0.599004447656326,0.975014942954681
53,1.26698508252643,0.772863424230443,2.07701794264994,1.24649338955246,0.960063729009716,1.61837774227824,1.32260054752817,0.755350616791113,2.31584137145885,0.971488565251888,0.671452635530693,1.4055943524136,1.0154005192617,0.831981619880904,1.23925600022813,1.09812958205717,0.850894572740725,1.41720092902332,1.19683565086498,0.867968044696326,1.6503091144128,2.3475948177167,1.24540053334485,4.42524415287387,0.664375800433956,0.499545201141115,0.883594123602785
54,1.89113762376937,1.18703333202063,3.01289055291155,1.02936369442733,0.758527396412482,1.39690355340689,1.10202049471328,0.577814153287169,2.10179893285606,1.13831189059818,0.777075480262308,1.66747503066215,0.935533635761115,0.73420986786735,1.19206131917385,0.890245559770385,0.642223729052567,1.23405150080653,1.07090494252635,0.742385517179001,1.54480033539075,2.60807243911654,1.26739375843147,5.36695230067846,0.645093020994517,0.470660854449256,0.884171695610386
55,1.4795271733942,0.911038367680768,2.40275353318476,0.911689815190321,0.648915245270332,1.28087346564882,1.1164695689301,0.530667543904896,2.34893637770762,1.20967147256475,0.756053244032993,1.93545240773163,0.999060346546066,0.792617594964447,1.25927254502282,0.807015862038187,0.551085402119025,1.18180339939502,1.04597215642837,0.689329558646507,1.58713308939136,1.68698152216655,0.793649281882175,3.58584921715318,0.474747118111735,0.30286207046719,0.744183072537681
56,1.96034280643259,1.06977066998786,3.59230630128943,1.09744026983713,0.731898596609557,1.6455491941634,0.982479522738739,0.413851274879969,2.33239830632611,1.13095441428082,0.691777680202076,1.848943560607,1.13246376921606,0.857044478222338,1.4963916356443,1.02261747409265,0.667915753249537,1.5656862309833,1.10422055772723,0.801007911725458,1.52221098226223,1.97472999299832,0.795735225398172,4.90057298053619,0.357735144489222,0.196946735007802,0.649792105452547
57,0.874877364163751,0.232628072699623,3.29027530273372,1.27403126110988,0.749996876980821,2.16421655090005,0.897415706981442,0.35763851870645,2.25186860198926,0.866032532857377,0.497175036095589,1.50854788256738,1.16396149305257,0.857427062691074,1.58008350361259,1.17865159814441,0.756803287695518,1.83564158929408,1.08165397861874,0.758603557518077,1.54227503663383,2.58943037816474,0.924992924776981,7.24886591427606,0.263445630381131,0.135860162786554,0.510845848727192
